,degree,degree_centrality,closeness,betweenness,clustering,eigenvector,pagerank,average_neighbor_degree,graph_labels,average_rating,ratings_count,text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
2031,1408,0.1433516595398085,0.5386049572274622,4.378569723284934e-05,0.4487859000452284,0.0091150967302875,8.023554267171307e-05,2406.923295454545,0,4.02,48683,522,412,1705,11930,19560,17471
3680,1323,0.1346976175931582,0.5361061077452104,3.747578070851673e-05,0.4589978536380092,0.0086521067825735,7.658435658013091e-05,2442.650037792895,0,3.74,29283,734,789,2636,8874,10692,8463
3876,1226,0.1248218285481572,0.5332826582690846,3.626659776650189e-05,0.4493830941838399,0.0077155011014971,7.189670804123025e-05,2355.9380097879284,0,3.83,26250,440,404,1819,8031,10437,7983
4797,1074,0.1093463653023824,0.5289176090468498,2.205919241684653e-05,0.4805961808466142,0.0071088115692154,6.041178593196286e-05,2492.405027932961,0,3.76,23287,731,416,1887,7564,8950,6530
8216,520,0.0529423742618611,0.5134880803011292,3.5393577511505517e-06,0.6020898176967541,0.0037155452157367,3.4633234807785674e-05,2787.909615384616,0,3.28,12973,349,892,2186,4858,3409,2207
1701,1514,0.1541437589085726,0.541753998896856,3.493347098539837e-05,0.4975810697425483,0.0109717153322644,8.440366079725398e-05,2677.338177014531,1,3.51,46092,4292,4392,5839,12426,13919,13116
5187,1564,0.1592343718183669,0.5431320504313205,3.4406962592946537e-05,0.511381319614552,0.0109062274382171,8.63852104467876e-05,2504.9213554987214,1,4.12,18392,1450,192,589,3253,8584,7312
4118,1340,0.1364284259824882,0.5366040209790209,2.478593954243924e-05,0.5276425936040484,0.0097663604365019,7.314597565841568e-05,2713.9044776119404,0,4.06,23597,1649,302,1172,5407,11424,10234
5911,799,0.0813479942985135,0.5210886519178737,5.376000491773683e-06,0.6461146608699471,0.0062581876658459,4.379973669267558e-05,2902.9924906132665,0,3.89,13583,899,202,867,3905,6909,4479
2195,1473,0.1499694563225412,0.5405316163117054,3.7687798741166944e-05,0.4801730054015762,0.00993698009443,9.007266079522088e-05,2492.00339443313,1,3.93,53591,2729,1518,4052,13029,19302,21737
1757,1824,0.1857055589492975,0.5511784511784512,4.934949457977598e-05,0.4836765356891955,0.0126079943353583,0.000111661889916,2500.5186403508774,1,4.06,51385,4079,854,2240,10552,21373,21228
1100,1900,0.1934432905721849,0.5535392245266005,6.860401247720846e-05,0.4495202461129126,0.0128322649838718,0.0001161366578062,2442.392631578947,1,4.27,74052,2779,637,1870,10776,28435,37466
844,2251,0.2291793931989411,0.5647099407807739,0.0001272578480576,0.3928651957154844,0.0140030863846874,0.0001702096879681,2238.025766326077,0,4.21,105192,3318,2524,5879,18923,26523,62240
7326,585,0.0595601710445937,0.515238944552274,2.3959651805314466e-06,0.711597002692893,0.0051997831779092,3.516189291471962e-05,3467.9589743589745,0,4.0,11331,414,121,532,2614,4447,4022
6348,878,0.0893911626959886,0.5233933709900884,9.610957074670897e-06,0.5785435438165417,0.0068263673388704,4.469478253691616e-05,2931.404328018223,0,4.03,15816,708,229,843,3655,5992,6508
5860,1254,0.127672571777642,0.534094616639478,2.8743297643099572e-05,0.489482976104558,0.0086287159876719,6.999788637550658e-05,2542.467304625199,0,4.08,20053,422,199,663,4616,7267,8244
5114,1419,0.1444715943799633,0.5389300411522634,3.201546117358476e-05,0.5012499117855499,0.010083576851778,7.751187434288596e-05,2623.970401691332,0,4.02,22181,532,366,897,5358,8193,8658
1590,2241,0.2281612706169822,0.5643854507843475,0.0001090881774051,0.4079137980493402,0.0144262749859843,0.0001351488229265,2313.0758589915217,0,3.97,75987,1477,1553,3774,18481,27259,28072
2976,1693,0.1723681531256363,0.5471561472898446,5.6025151562778224e-05,0.451129599142066,0.0113336454165357,9.392717796477544e-05,2447.766095688128,0,4.09,42479,558,665,1536,9090,14624,18177
1775,1764,0.1795968234575443,0.5493288590604026,6.434953222162699e-05,0.4401112307278744,0.0114423277249871,0.0001198438875502,2353.087868480726,0,4.22,65259,865,1046,2191,10926,18818,33318
1222,2502,0.2547342700061087,0.5729786489324467,0.0001533737764535,0.3700176204498216,0.0152427720848405,0.0001574399806311,2174.669864108713,0,3.88,89033,2012,1571,5851,23885,29647,29520
549,2741,0.2790673997149256,0.5810802816068154,0.0002040906991251,0.3569998162533254,0.0163705920998163,0.0002328380774174,2112.515870120394,0,4.28,160860,1902,1966,5326,25357,42664,87024
1493,2233,0.2273467725514152,0.5641261271609902,0.000129562519768,0.3893932973465788,0.0140259490140694,0.0001388916134155,2259.783699059561,0,4.06,69815,1646,1289,3193,14512,23807,29260
2523,1805,0.1837711260435756,0.5505914008632771,6.137470476723663e-05,0.4556602440867017,0.0121974976786732,0.0001019833512486,2452.014404432133,0,4.16,42094,712,417,1281,8145,14522,18848
4482,640,0.0651598452453675,0.516729797979798,3.2630233098237142e-06,0.7110768779342723,0.0054814920377047,4.1691654050137405e-05,3313.84375,0,4.14,21233,715,235,821,4007,7627,9499
8071,609,0.062003665241295,0.5159968479117415,3.1853731291770564e-06,0.6820391495981333,0.0050668573939138,3.516367094230812e-05,3171.1412151067325,0,3.22,10099,1160,772,2200,4423,3582,1457
2534,1422,0.144777031154551,0.5390187685215674,2.894479698451297e-05,0.5161516374336728,0.0104549782756784,7.564337601696748e-05,2704.9205344585093,1,3.82,36207,5572,1140,2859,10225,15640,11718
7500,656,0.0667888413765017,0.5169473684210526,5.654909906444339e-06,0.59521969838019,0.0048906297205326,3.655228361320637e-05,2761.606707317073,0,4.02,10615,643,234,607,2414,3785,4525
7176,767,0.0780900020362451,0.5200677750714815,5.283356164044734e-06,0.6507126541644398,0.0061843772802519,4.352938149755036e-05,3035.4928292046934,1,3.8,13633,1206,515,1340,4187,5869,4977
4780,213,0.0216860109957238,0.5041576840160148,2.7842653211190545e-07,0.7700416334484896,0.0016511912378444,2.1115217437020876e-05,2894.93896713615,0,3.78,18288,106,1162,1589,4059,5271,6657
956,2292,0.2333536957849725,0.5659138050241991,0.0001082945537813,0.4118109942311633,0.0144888372032107,0.0001519676258197,2237.967277486911,1,4.29,91625,3500,2080,2616,11036,30784,51203
3720,989,0.100692323355732,0.5263947692802401,1.311800136336716e-05,0.582905891936811,0.0074954881552534,5.927654183577208e-05,2824.1304347826085,1,4.05,24648,569,448,1394,5786,9205,11187
8162,589,0.0599674200773773,0.5153470801196285,3.264673793102672e-06,0.6580160077613388,0.004699866695716,3.5390425469246794e-05,3020.04584040747,0,3.18,12921,1293,766,3006,6662,3899,1748
8906,801,0.0815516188149053,0.5211439486390407,6.203877264429386e-06,0.6367946317103621,0.0063187009233784,4.423706949574778e-05,2935.424469413233,0,4.04,12499,168,141,514,2764,4782,4787
6181,1093,0.1112807982081042,0.529459328338095,1.3590722980537556e-05,0.5857286964331795,0.0085596562885024,5.297599212981138e-05,2919.5315645013725,0,3.82,17203,1422,313,1124,5054,7752,4733
7770,503,0.051211565872531,0.51313933441304,1.7755208536751265e-06,0.7261768037195155,0.0044047892542079,3.156280376783922e-05,3385.906560636183,1,3.84,11380,1142,357,868,2847,4022,3792
5126,377,0.0383832213398493,0.5096777541383426,8.753773544497309e-07,0.7818302387267905,0.0035682194625043,2.673219979048696e-05,3790.2201591511935,0,4.04,11707,1478,285,1028,3604,7038,7213
5810,717,0.0729993891264508,0.5189411951180852,7.121079352845759e-06,0.6070724542826644,0.0049286732622856,4.7250218171595214e-05,2693.557880055788,0,3.8,23933,1951,477,1853,7194,9430,7216
8637,516,0.0525351252290775,0.5134880803011292,3.879333184182433e-06,0.6186949650033867,0.0032347625861109,3.58740033617064e-05,2451.827519379845,0,3.89,16168,784,164,912,4709,6581,5056
2255,1824,0.1857055589492975,0.5511784511784512,5.482265248840843e-05,0.4704987922356632,0.0124686426842623,0.0001102508497362,2457.124451754386,1,4.03,41102,2513,716,1971,8800,16428,16285
8338,484,0.0492771329668092,0.5125234815278648,2.635309077285287e-06,0.6562462570367709,0.0038975182532465,3.053348766542077e-05,3149.4111570247933,0,4.05,10653,211,214,586,2243,3074,4587
655,3459,0.3521686010995724,0.6068582020389249,0.0004201302951317,0.2955584304011747,0.0186084115574963,0.0003472296598227,1902.189939288812,1,3.52,100886,14020,6581,22713,57856,55935,36499
1054,2792,0.2842598248829159,0.5828388321860907,0.0002378462106079,0.3329277281971626,0.015761403479886,0.000231962035839,2023.4337392550144,1,3.56,109290,10280,4478,13979,36753,36346,26303
6244,787,0.0801262472001629,0.5208675823301692,8.090895113874107e-06,0.5883779353424445,0.0053597982527362,4.9656399598716414e-05,2593.700127064803,1,4.22,20916,2040,268,592,3415,7794,10406
7502,545,0.0554876807167582,0.5142677627100896,3.387780523709461e-06,0.6434363194819213,0.0037680217060438,3.724171187032108e-05,2655.706422018349,0,4.18,15918,846,205,499,2840,5512,7404
632,2370,0.2412950519242516,0.5686002084056965,0.0002036961466589,0.3438403570735217,0.0131464926580299,0.0002162346296759,2030.4818565400844,1,4.01,176433,20959,7715,12475,34344,61578,84188
280,3628,0.3693748727346772,0.6132617382617382,0.0005449004692026,0.2797326738181026,0.0189449646867649,0.0003938113112706,1852.130374862183,1,3.99,256975,24271,8868,21223,68789,117580,135938
1170,1678,0.170840969252698,0.5466993209395525,7.851464122805517e-05,0.407518676221728,0.0098255855062263,0.0001383038797282,2186.53873659118,1,4.28,109183,11511,1764,3826,14757,36003,60497
1651,1454,0.1480350234168193,0.5399670148433205,5.428515682500388e-05,0.436819519639204,0.0086897497398331,0.0001152847513296,2242.5330123796425,1,4.44,83767,11887,1250,2349,8392,21686,56894
5140,866,0.0881694155976379,0.5229475029283357,1.1049692068491406e-05,0.5573989774259435,0.00615822001517,4.91628235074941e-05,2700.6397228637416,0,4.13,21376,3927,418,897,4027,8101,10072
6095,542,0.0551822439421706,0.5140793468020517,2.8977386461881222e-06,0.6668189972103048,0.004329389092652,3.283015254282559e-05,3053.319188191882,1,3.99,16137,1919,363,1089,3655,6740,6797
363,2783,0.2833435145591529,0.582527726706601,0.0003222222323627,0.3123560344941158,0.0148999778025343,0.0002652402983876,1935.6819978440533,1,4.08,259479,26153,10602,14781,46011,84323,129627
4233,1143,0.1163714111178985,0.530890222150154,2.0126617147048356e-05,0.5224093047913669,0.0079389397349084,7.172300140194263e-05,2602.418197725284,0,3.97,31710,3375,279,1481,7973,13440,10653
5221,929,0.0945835878639788,0.524819663371627,1.1224904101481644e-05,0.5740205448943989,0.006698634236354,5.945232074784596e-05,2739.068891280948,0,4.03,27399,2249,283,949,6330,11402,10019
7020,895,0.0911219710853186,0.5238679396234466,1.0863706525599736e-05,0.5763138489995375,0.0064708329112392,5.974029867446457e-05,2768.0983240223463,1,4.01,20603,2049,156,917,4782,8053,7335
1004,1627,0.1656485440847078,0.5451518010767609,7.99009063006548e-05,0.4071340713407134,0.0093647996651662,0.0001364900836431,2156.245236631837,1,4.0,108370,13224,2731,6370,24753,44016,46059
2104,1349,0.1373447363062512,0.5368679967204154,5.427156242136176e-05,0.4392813227954326,0.0080595702531483,0.0001037304758745,2256.995552260934,1,4.1,70995,10433,1449,3640,13319,25409,32870
2254,1831,0.1864182447566687,0.5513950485600404,8.066629155999437e-05,0.411447057805314,0.0112686129717394,0.0001221185151647,2269.98361551065,1,4.02,59545,10066,502,2399,13714,27395,21485
470,3239,0.3297699042964773,0.5987199024687595,0.000266980677417,0.3389792142970335,0.0191119106551839,0.0002339908965879,2062.5242358752703,1,4.06,214412,14667,7433,9470,38518,77944,94485
2777,1724,0.1755243331297088,0.5481026785714286,4.909834638356667e-05,0.4808130210486485,0.0117036207624784,0.0001045365243889,2455.5069605568447,1,3.81,35412,6644,1016,2905,9783,14960,10972
8378,881,0.0896965994705762,0.5234770559079038,1.2038472745082978e-05,0.5537173666288309,0.0061512626968313,5.222210991991655e-05,2658.4086265607266,1,3.95,16023,2173,128,684,4142,6875,5060
206,4022,0.4094889024638566,0.6287287159134554,0.0006704707751715,0.2620382722185403,0.0204091914614037,0.0004422106529316,1784.295624067628,1,4.15,505340,35681,13841,25349,83692,158716,257493
359,4541,0.4623294644675219,0.6503343706548368,0.0006438676316604,0.2712675602707393,0.024296547354241,0.000518083916893,1821.2715260955736,1,4.03,199326,24084,2049,9146,45985,93953,77983
423,3572,0.3636733862757076,0.61112493777999,0.0004938305906745,0.2841298402616825,0.0187279768531623,0.0003662011166122,1859.719204927212,1,4.02,234247,21810,4780,15546,53644,91201,104645
506,3411,0.3472816127061698,0.6050637590094252,0.0004319376567289,0.2919182462122286,0.0180860013856277,0.0003420930719198,1886.1471709176196,1,4.21,139544,21608,3322,9750,35942,72422,115603
2179,1797,0.1829566279780085,0.5503445957303749,7.955946791754008e-05,0.411542746943991,0.0108906850120885,0.0001238686098436,2245.082359488036,1,3.8,64158,9632,1953,6304,18648,22933,22693
2532,1314,0.1337813072693952,0.5358428805237316,4.580473135312421e-05,0.4310483735412529,0.0075436147735122,8.516963666329626e-05,2164.96499238965,1,3.93,51454,3588,844,3552,13728,17701,19747
5079,991,0.1008959478721238,0.5265640915670402,2.003802517215738e-05,0.5010875658706133,0.0066055376976851,5.6740809608945744e-05,2552.6670030272453,1,3.78,21740,4550,1015,2807,8396,10194,9862
4195,696,0.0708613317043372,0.5183660544648512,8.212502064533267e-06,0.5601546349127594,0.0045540806638886,4.441239744276134e-05,2533.2514367816093,1,3.75,32401,2017,751,3205,10414,9995,10472
1215,1433,0.1458969659947057,0.5393443523145351,4.001153385327386e-05,0.4882917425255451,0.009439315876733,9.956401615326836e-05,2471.922540125611,1,3.94,84358,3553,1183,5249,21809,27952,30485
443,2238,0.2278558338423946,0.5642881764908653,0.0001366981062968,0.387056103719914,0.0133937053591247,0.0001783066701792,2182.138069705094,1,4.06,202180,7319,3665,10143,40684,68323,85115
8148,957,0.0974343310934636,0.5256060362819072,1.94297863172076e-05,0.5158007721129926,0.0058546576539303,6.201125830214817e-05,2343.583072100313,0,3.54,18568,925,511,2279,6843,6018,3983
615,2173,0.2212380370596619,0.5621887699616507,0.0001411259536032,0.3804400057969098,0.0127126147820495,0.0001786911052569,2144.6783248964566,1,4.03,151829,4597,2714,8175,32346,49750,62122
1789,1429,0.1454897169619222,0.5392259127093055,3.857364158827054e-05,0.4873116496423622,0.0094778912701972,9.49253330784801e-05,2479.210636808957,1,3.91,64082,3813,1556,4772,15338,20590,23475
500,2880,0.2932193036041539,0.5858983536148891,0.0002368041391096,0.336417689398325,0.0165045848718466,0.0002379627973094,2032.2767361111112,1,3.76,193140,4289,5442,16659,57732,61651,59187
2278,1526,0.1553655060069232,0.5421128159841042,4.95440179876851e-05,0.4528861482929764,0.0096584366905668,0.0001029320809631,2361.473132372215,0,3.73,55938,1821,1010,4854,17921,19909,14959
4087,1372,0.1396864182447566,0.5375437828371279,4.471237421114829e-05,0.4437887690243337,0.0085082916215938,8.861606336573247e-05,2310.9161807580176,0,3.8,37402,2063,773,3194,10929,12930,11832
7558,981,0.0998778252901649,0.5262819482398329,1.70232588812091e-05,0.5296365641057647,0.0064740892903236,6.334484313965513e-05,2505.4974515800204,0,3.53,20271,871,529,2631,7845,6621,4308
2270,1752,0.1783750763591936,0.5489604292421194,7.328116921970835e-05,0.4325160573605689,0.0113170462058448,0.0001040039634485,2377.788812785388,0,3.8,56113,1702,937,4036,17477,21599,16366
6935,736,0.0749338220321726,0.5194626613073832,6.010832919953004e-06,0.6243123336291038,0.005788301653362,4.195770157797475e-05,3008.542119565217,0,3.96,17385,1048,353,1066,4120,6324,6651
6427,1055,0.1074119323966605,0.5282633249072232,1.792498313655488e-05,0.5270951554448411,0.0073915241083321,5.772706094069347e-05,2610.1582938388624,0,3.54,18090,1132,650,2050,6733,6106,3852
2741,1699,0.1729790266748116,0.5473390916689885,5.3350483708198674e-05,0.4551412838287054,0.0116108925177689,9.51178399888099e-05,2494.695114773396,0,4.07,39802,1844,496,1933,9393,15259,17968
6959,723,0.0736102626756261,0.519105755509751,6.08717500500661e-06,0.6040850105171205,0.0055266355861773,4.2217930083524126e-05,2925.7109266943294,0,3.95,16845,324,159,745,4874,6149,5931
7646,838,0.0853186723681531,0.5222801233648835,9.986736858236604e-06,0.5764992030293439,0.00626390053713,4.589561124150663e-05,2828.4582338902146,0,3.95,14513,49,355,659,3626,4548,5325
5491,966,0.0983506414172266,0.5257467080612355,1.6381746586605846e-05,0.514526008646306,0.0065104747311793,5.5942739711612697e-05,2515.768115942029,0,3.97,21823,496,295,884,5894,7699,7846
9383,446,0.0454082671553655,0.5114026866604187,1.9974917177012707e-06,0.6796593943669068,0.003434298041704,3.0371286662510557e-05,2973.4955156950678,0,3.95,15460,266,336,921,4091,4510,6139
4108,1098,0.1117898594990836,0.5294878706199461,1.5171789532720206e-05,0.5682047245924885,0.008411082092569,5.831967308272517e-05,2862.2987249544626,0,3.93,21649,1123,177,1041,6207,10819,6959
7458,1227,0.124923640806353,0.5331958091308833,1.8712482015597127e-05,0.5497752445984915,0.0089322049752355,6.736583253269868e-05,2657.539527302364,1,3.94,12769,951,132,581,3135,5451,3878
8750,1064,0.1083282427204235,0.5286329386437029,1.8470942219100347e-05,0.5238065766485829,0.0077033872580073,5.761801104343215e-05,2707.3834586466164,0,3.88,12663,261,147,748,3848,5522,4032
6216,1139,0.115964162085115,0.53066075963045,1.652960792077558e-05,0.5548865822855124,0.0085352437571072,5.835409831194909e-05,2769.7559262510977,0,3.13,15076,2817,1878,3191,5198,4308,2416
6625,503,0.051211565872531,0.5130321232697832,1.9821957804667022e-06,0.7071594338352356,0.0042113214566956,2.9964521209403497e-05,3205.3419483101397,0,3.65,7308,1240,572,1272,4000,5607,3125
3268,1853,0.1886581144369782,0.5520768928109718,5.583710767831587e-05,0.46517293187511,0.0124180459934376,0.0001099705944935,2400.064220183486,1,3.44,20056,7070,1922,5882,15489,15445,7267
6047,1163,0.1184076562818163,0.5313497430348931,1.663006165057033e-05,0.5617305236176249,0.0086504132495502,6.435790617356172e-05,2762.731728288908,1,4.02,15663,2019,118,549,3525,7794,5397
4412,1323,0.1346976175931582,0.5359890859481583,2.382101729931741e-05,0.5305413474853717,0.0095292648537019,7.017552814006677e-05,2635.2343159486018,1,3.77,19964,3168,296,1401,6737,9790,5045
7026,799,0.0813479942985135,0.5208123442388249,6.392053017864412e-06,0.6122377282379917,0.0056646793956703,4.764750773266524e-05,2612.499374217772,0,3.41,14517,910,685,2316,5485,4984,2616
6173,920,0.0936672775402158,0.5242314261315115,1.272152204879891e-05,0.5455055116620144,0.0065070693449878,4.839920234704339e-05,2611.1967391304347,1,3.99,15917,590,242,919,3887,6411,6267
6808,612,0.0623091020158827,0.5159697415423409,3.0677020482713374e-06,0.6724003294716686,0.0051588668277795,3.4892313663767124e-05,3232.4101307189544,0,4.12,13391,1035,173,643,2616,5349,6160
5341,1237,0.1259417633883119,0.5334854163271957,2.0941462468864627e-05,0.5253052457532448,0.0089074302514178,6.300037977926412e-05,2668.033144704931,1,4.13,23197,2970,391,990,4059,9588,10620
3489,1548,0.1576053756872327,0.5427718832891246,3.959264840072652e-05,0.4770481836145311,0.0106450790997597,8.102606577237249e-05,2525.2164082687336,1,4.03,33000,3789,878,1955,6508,13125,14145
910,2660,0.2708206068010588,0.5783089967027791,0.0001531967265116,0.3790599100232718,0.0159761163367735,0.0002385685811536,2118.877819548872,1,4.23,97653,6878,883,2704,14821,42929,47796
4361,1400,0.1425371614742415,0.5382507672073652,3.384083867997328e-05,0.4759052384356173,0.0091946035837243,7.84508672998568e-05,2399.325,1,3.87,24778,1007,333,1439,6620,10607,7201
4515,1316,0.133984931785787,0.5357844206851408,2.327612518651584e-05,0.5297063344389612,0.0091501815367038,7.170679618822948e-05,2524.6550151975684,1,4.01,20140,1114,196,1027,5048,9445,7859
2081,2276,0.2317246996538383,0.5655228005527406,0.000125669063368,0.3794800981092721,0.0133932606416922,0.0001657339540712,2118.886643233744,1,4.55,41512,3945,91,290,3035,15853,32765
3540,1485,0.1511912034208918,0.5408888154634066,3.4943759896682106e-05,0.501775164039315,0.0105296580819908,7.912898961921113e-05,2583.7084175084174,1,3.88,23950,1604,202,1218,7205,12169,7006
2280,766,0.0779881897780492,0.5202881661192923,8.06848007847244e-06,0.6038191778016689,0.0058557763716459,4.56529718712462e-05,2938.5130548302877,1,3.85,48960,3159,1916,3569,12041,15760,17453
8842,689,0.070148645896966,0.5181746241097336,6.638920277113596e-06,0.6268142235123367,0.0053750040778981,4.27201688721218e-05,3007.611030478955,1,3.94,13390,1161,328,892,3036,4504,5008
5128,469,0.0477499490938709,0.5118024073784586,2.3127315144291125e-06,0.6494450822809031,0.0033703871345853,3.052391193000211e-05,2639.912579957356,0,3.6,16431,877,684,2040,5390,6336,4040
5973,843,0.0858277336591325,0.5223078968359479,7.380827190285532e-06,0.6248693304931207,0.0065818710812169,4.688938095003528e-05,2915.272835112693,0,3.39,12898,477,596,2100,5342,4324,2312
2553,1573,0.1601506821421299,0.5435227712910188,4.76647885243029e-05,0.44859258252735,0.0102159079361129,8.53409191029951e-05,2355.038779402416,1,3.92,39169,1440,375,1987,11879,17079,13265
4046,1297,0.1320504988800651,0.5353463781544666,2.27375766397698e-05,0.5390585586871889,0.0094850701932485,7.29818431371058e-05,2706.041634541249,0,4.45,24199,95,102,279,2602,6971,14356
2342,1446,0.1472205253512523,0.5397296406198483,4.1964312769062514e-05,0.4627795565382609,0.0095319183371165,7.924067481247397e-05,2394.1500691562933,1,4.01,37181,1080,841,2112,8750,15897,15722
497,3744,0.3811850946854001,0.6177358490566037,0.000400316742793,0.3060522091379692,0.0212080333966029,0.0003132355972279,1968.190170940171,1,3.94,183255,3377,3633,11665,47165,62472,70270
8523,618,0.062919975565058,0.5159968479117415,3.844230819068523e-06,0.6648361158754387,0.0050557116585936,3.5649455084484654e-05,3119.313915857605,1,4.15,10693,615,142,484,2123,4535,5493
4229,723,0.0736102626756261,0.519105755509751,6.728006911457306e-06,0.584545005229825,0.0055802496262112,3.951060515349408e-05,2943.941908713693,0,4.53,18788,49,297,282,1556,3743,13033
2640,1585,0.1613724292404805,0.5438839359875962,4.025953915277742e-05,0.4897189561227416,0.0105947248131547,8.963085273637521e-05,2441.2927444794955,0,4.14,37197,806,179,1088,7368,15725,15616
1862,2118,0.2156383628588882,0.5604245121533721,8.943990877610494e-05,0.4231512246515572,0.0134084759581012,0.0001282398333216,2274.677998111426,0,4.12,50300,2069,409,1882,10046,20473,21613
5382,1234,0.1256363266137243,0.5333985011404366,2.515616704296112e-05,0.5052493490071126,0.0085087001717523,6.296763296375767e-05,2524.157212317666,0,4.01,16488,992,212,809,4184,7518,6718
2988,1638,0.1667684789248625,0.5454848383872043,4.517936001117127e-05,0.4691046413709822,0.0113527005273051,8.618380228958832e-05,2531.7686202686205,0,3.98,44256,2169,556,2146,12581,16244,17386
6138,835,0.0850132355935654,0.5221968206709554,8.533913019145356e-06,0.5989258892287368,0.0065672342728775,4.4769002847343215e-05,2981.337724550898,0,3.94,24872,1097,191,1017,7101,9091,8266
1605,1859,0.1892689879861535,0.5522631430981164,6.478879476202934e-05,0.4376602117763002,0.0121982324465766,0.0001102417191782,2354.461000537924,1,3.75,65828,1780,1770,5665,20339,24748,18846
8916,607,0.0618000407249032,0.515752993068683,3.5933057721225603e-06,0.6590003316641384,0.0048420815655787,3.62527804627558e-05,3027.5354200988468,1,3.55,13239,287,623,1643,4245,4017,3233
2506,1935,0.1970067196090409,0.5545079884830351,6.262695968385632e-05,0.4479791785243794,0.0129933148677646,0.0001006447015697,2413.347803617571,1,3.73,39150,3074,738,3128,14342,18248,10318
8742,560,0.0570148645896965,0.5145910829360297,3.4605690997304984e-06,0.6040889343214925,0.0041608208556636,3.326109502438492e-05,2809.367857142857,0,3.55,11602,505,392,1660,4408,3677,2969
8177,708,0.0720830788026878,0.5185850052798311,5.0271994077155234e-06,0.6223079935112156,0.00538601501747,4.1687006455199455e-05,2888.19209039548,0,4.12,9670,273,55,352,1978,4010,4153
8490,537,0.0546731826511912,0.5138104205900816,2.3395697479752344e-06,0.6827871814113788,0.0042862662442515,3.556383691768965e-05,3072.56052141527,0,3.69,9709,432,379,1118,2901,3137,2981
9739,465,0.0473427000610873,0.5118824265165729,1.6993037154187523e-06,0.6997682610307749,0.0037113255506349,3.25970495435605e-05,3091.847311827957,0,4.15,7997,279,55,305,1627,3260,3702
9018,725,0.0738138871920179,0.5190508904507742,5.212701383532405e-06,0.6348675938273957,0.0059152702057778,4.087293208714393e-05,3103.849655172414,0,4.2,11023,692,221,486,1693,3838,5657
3799,966,0.0983506414172266,0.5257467080612355,1.2118390518325988e-05,0.5696671279460196,0.0072278109055384,5.342314195409078e-05,2781.6076604554864,0,3.74,25433,2001,526,2560,10103,11766,8224
4560,981,0.0998778252901649,0.5258874551587515,1.195973811331334e-05,0.5668913436934406,0.0071616672965592,5.344673993758664e-05,2698.493374108053,0,3.88,19802,860,266,1049,5992,8834,6289
8696,1009,0.1027285685196497,0.5269596008369548,9.807974969443496e-06,0.616442100460931,0.0080584754217693,5.254398950419183e-05,2977.923686818632,0,3.95,11636,311,349,801,2290,4231,4287
3324,1192,0.121360211769497,0.5323000216778669,1.8754817105701257e-05,0.5508934458100181,0.0087705211481714,6.636373520462721e-05,2708.5755033557048,1,3.66,28922,3937,1263,2984,8478,11175,7433
8908,511,0.0520260639380981,0.5130857232408713,2.771613547003145e-06,0.6608495452975711,0.0041656742950139,3.2660535537881296e-05,3137.0117416829744,0,3.66,9705,252,392,1260,3369,4096,2969
6119,842,0.0857259214009366,0.5223634526405361,7.998283971774913e-06,0.6146172552187334,0.006653027743585,4.734437726342499e-05,2966.0498812351543,0,3.92,15997,411,325,1139,4186,6442,6012
2968,1079,0.1098554265933618,0.5289176090468498,2.23517288907678e-05,0.491429396765025,0.0071665419916498,6.527873159355247e-05,2504.2048192771085,1,3.93,38633,1723,1135,2545,8772,13355,14297
8760,305,0.0310527387497454,0.5076231329784485,6.896457170297053e-07,0.730565142364107,0.0025059304861787,2.4153660583856097e-05,3183.0491803278687,0,3.76,10688,364,295,1048,3411,4181,3448
4855,598,0.0608837304011403,0.5154823134250026,3.5947993147716967e-06,0.669338890662902,0.0046689729200706,3.974980921161299e-05,2993.879598662207,0,4.05,19765,371,244,1068,4259,6280,8172
477,3738,0.3805742211362248,0.6175028291210863,0.0004148058044563,0.3005940479519298,0.0208046320416395,0.0002799790715681,1946.208935259497,1,4.04,162972,8032,2652,7160,35471,71953,65467
1358,2188,0.2227652209326003,0.5626718606782768,0.0001142514253438,0.3797652573918175,0.0131831626225573,0.000137803471871,2164.883912248629,1,4.2,63335,2638,289,1204,10908,30708,28330
2429,1875,0.1908979841172877,0.5527604254600709,7.590796573036729e-05,0.4064261828530772,0.0116109337448823,0.0001100199489124,2246.9205333333334,0,4.09,37434,2055,214,1069,8920,20844,15920
2245,1635,0.1664630421502748,0.5453939696818257,5.5684404929614766e-05,0.4257853937168502,0.0103160709467406,9.691339215356984e-05,2303.6599388379204,0,4.15,42205,1986,258,1041,8563,22069,19105
1617,1980,0.2015882712278558,0.556046195652174,8.638945812401145e-05,0.4022422302866972,0.0123355249724256,0.0001172649366142,2257.480303030303,1,4.16,53411,1787,300,1283,10727,26737,24420
1600,1988,0.2024027692934229,0.5562981422745809,8.528541594794291e-05,0.4043835230811137,0.012305710219237,0.0001244720033955,2249.036720321932,0,4.07,55251,2692,348,1899,13129,29196,22923
5739,1395,0.142028100183262,0.5381033254807429,3.022016687656272e-05,0.4831078405660717,0.0094876898674017,7.613212516934328e-05,2470.4544802867385,0,3.84,17309,917,241,1208,5294,7930,5234
5867,1106,0.1126043575646507,0.529716319706612,2.0247595948273973e-05,0.5168468166234361,0.0072357446792848,6.687715711723458e-05,2432.627486437613,0,3.94,15172,338,559,1137,3615,5791,6458
